date,team,team_score,home_away,opposing,opp_score,win_lost,attendance
2017-04-03,HOU,3,HOME,SEA,0,W,41678.0
2017-04-04,HOU,2,HOME,SEA,1,W,21406.0
2017-04-05,HOU,5,HOME,SEA,3,W,20303.0
2017-04-06,HOU,2,HOME,SEA,4,L,18362.0
2017-04-07,HOU,1,HOME,KCR,5,L,30491.0
2017-04-08,HOU,3,HOME,KCR,7,L,35373.0
2017-04-09,HOU,5,HOME,KCR,4,W,32411.0
2017-04-10,HOU,0,AWAY,SEA,6,L,44856.0
2017-04-11,HOU,7,AWAY,SEA,5,W,18527.0
2017-04-12,HOU,10,AWAY,SEA,5,W,14479.0
2017-04-14,HOU,7,AWAY,OAK,2,W,15385.0
2017-04-15,HOU,10,AWAY,OAK,6,W,20140.0
2017-04-17,HOU,3,HOME,LAA,0,W,23501.0
2017-04-18,HOU,2,HOME,LAA,5,L,21760.0
2017-04-19,HOU,5,HOME,LAA,1,W,24028.0
2017-04-20,HOU,2,HOME,LAA,1,W,23173.0
2017-04-21,HOU,6,AWAY,TBR,3,W,17683.0
2017-04-22,HOU,3,AWAY,TBR,6,L,17008.0
2017-04-23,HOU,6,AWAY,TBR,4,W,15548.0
2017-04-25,HOU,4,AWAY,CLE,2,W,14581.0
2017-04-26,HOU,6,AWAY,CLE,7,L,16052.0
2017-04-27,HOU,3,AWAY,CLE,4,L,14452.0
2017-04-28,HOU,9,HOME,OAK,4,W,28472.0
2017-04-29,HOU,1,HOME,OAK,2,L,32147.0
2017-04-30,HOU,7,HOME,OAK,2,W,34880.0
2017-05-01,HOU,6,HOME,TEX,2,W,22556.0
2017-05-02,HOU,8,HOME,TEX,7,W,26208.0
2017-05-03,HOU,10,HOME,TEX,1,W,27439.0
2017-05-04,HOU,4,HOME,TEX,10,L,27391.0
2017-05-05,HOU,7,AWAY,LAA,6,W,34556.0
2017-05-06,HOU,1,AWAY,LAA,2,L,41097.0
2017-05-07,HOU,5,AWAY,LAA,3,W,38385.0
2017-05-09,HOU,8,HOME,ATL,3,W,28724.0
2017-05-10,HOU,4,HOME,ATL,2,W,23676.0
2017-05-11,HOU,3,AWAY,NYY,2,W,39050.0
2017-05-12,HOU,5,AWAY,NYY,1,W,41150.0
2017-05-14,HOU,6,AWAY,NYY,11,L,47883.0
2017-05-14,HOU,10,AWAY,NYY,7,W,47883.0
2017-05-15,HOU,7,AWAY,MIA,2,W,16448.0
2017-05-16,HOU,12,AWAY,MIA,2,W,18056.0
2017-05-17,HOU,3,AWAY,MIA,0,W,24699.0
2017-05-19,HOU,3,HOME,CLE,5,L,36446.0
2017-05-20,HOU,0,HOME,CLE,3,L,34698.0
2017-05-21,HOU,6,HOME,CLE,8,L,33476.0
2017-05-22,HOU,1,HOME,DET,0,W,22146.0
2017-05-23,HOU,6,HOME,DET,2,W,23179.0
2017-05-24,HOU,3,HOME,DET,6,L,26481.0
2017-05-25,HOU,7,HOME,DET,6,W,25046.0
2017-05-26,HOU,2,HOME,BAL,0,W,31380.0
2017-05-27,HOU,5,HOME,BAL,2,W,32761.0
2017-05-28,HOU,8,HOME,BAL,4,W,34720.0
2017-05-29,HOU,16,AWAY,MIN,8,W,24472.0
2017-05-30,HOU,7,AWAY,MIN,2,W,22616.0
2017-05-31,HOU,17,AWAY,MIN,6,W,25593.0
2017-06-02,HOU,7,AWAY,TEX,1,W,39729.0
2017-06-03,HOU,6,AWAY,TEX,5,W,44168.0
2017-06-04,HOU,7,AWAY,TEX,2,W,39204.0
2017-06-05,HOU,7,AWAY,KCR,3,W,21892.0
2017-06-06,HOU,7,AWAY,KCR,9,L,20974.0
2017-06-07,HOU,5,AWAY,KCR,7,L,25628.0
2017-06-08,HOU,6,AWAY,KCR,1,W,32747.0
2017-06-09,HOU,4,HOME,LAA,9,L,40786.0
2017-06-10,HOU,3,HOME,LAA,1,W,41296.0
2017-06-11,HOU,6,HOME,LAA,12,L,32425.0
2017-06-12,HOU,1,HOME,TEX,6,L,25698.0
2017-06-13,HOU,2,HOME,TEX,4,L,27615.0
2017-06-14,HOU,13,HOME,TEX,2,W,37221.0
2017-06-16,HOU,1,HOME,BOS,2,L,36189.0
2017-06-17,HOU,7,HOME,BOS,1,W,41017.0
2017-06-18,HOU,5,HOME,BOS,6,L,38389.0
2017-06-19,HOU,4,AWAY,OAK,1,W,10482.0
2017-06-20,HOU,8,AWAY,OAK,4,W,15362.0
2017-06-21,HOU,5,AWAY,OAK,1,W,12277.0
2017-06-22,HOU,12,AWAY,OAK,9,W,18747.0
2017-06-23,HOU,3,AWAY,SEA,13,L,31783.0
2017-06-24,HOU,5,AWAY,SEA,2,W,29820.0
2017-06-25,HOU,8,AWAY,SEA,2,W,33010.0
2017-06-27,HOU,4,HOME,OAK,6,L,28312.0
2017-06-28,HOU,11,HOME,OAK,8,W,34075.0
2017-06-29,HOU,6,HOME,OAK,1,W,29509.0
2017-06-30,HOU,4,HOME,NYY,13,L,40024.0
2017-07-01,HOU,7,HOME,NYY,6,W,41010.0
2017-07-02,HOU,8,HOME,NYY,1,W,41761.0
2017-07-04,HOU,16,AWAY,ATL,4,W,41456.0
2017-07-05,HOU,10,AWAY,ATL,4,W,37278.0
2017-07-06,HOU,4,AWAY,TOR,7,L,40949.0
2017-07-07,HOU,12,AWAY,TOR,2,W,37332.0
2017-07-08,HOU,2,AWAY,TOR,7,L,46659.0
2017-07-09,HOU,19,AWAY,TOR,1,W,46622.0
2017-07-14,HOU,10,HOME,MIN,5,W,38006.0
2017-07-15,HOU,2,HOME,MIN,4,L,41038.0
2017-07-16,HOU,5,HOME,MIN,3,W,38253.0
2017-07-17,HOU,7,HOME,SEA,9,L,24701.0
2017-07-18,HOU,6,HOME,SEA,2,W,27111.0
2017-07-19,HOU,1,HOME,SEA,4,L,35191.0
2017-07-21,HOU,8,AWAY,BAL,7,W,25784.0
2017-07-22,HOU,8,AWAY,BAL,4,W,32524.0
2017-07-23,HOU,7,AWAY,BAL,9,L,21533.0
2017-07-24,HOU,13,AWAY,PHI,4,W,17567.0
2017-07-25,HOU,5,AWAY,PHI,0,W,17176.0
2017-07-26,HOU,0,AWAY,PHI,9,L,19718.0
2017-07-28,HOU,6,AWAY,DET,5,W,30358.0
2017-07-29,HOU,3,AWAY,DET,5,L,33766.0
2017-07-30,HOU,1,AWAY,DET,13,L,31970.0
2017-07-31,HOU,14,HOME,TBR,7,W,24154.0
2017-08-01,HOU,4,HOME,TBR,6,L,22985.0
2017-08-02,HOU,0,HOME,TBR,3,L,26722.0
2017-08-03,HOU,3,HOME,TBR,5,L,23404.0
2017-08-04,HOU,16,HOME,TOR,7,W,39287.0
2017-08-05,HOU,3,HOME,TOR,4,L,41950.0
2017-08-06,HOU,7,HOME,TOR,6,W,36300.0
2017-08-08,HOU,5,AWAY,CHW,8,L,13974.0
2017-08-09,HOU,1,AWAY,CHW,7,L,14824.0
2017-08-10,HOU,2,AWAY,CHW,3,L,18034.0
2017-08-11,HOU,4,AWAY,TEX,6,L,33897.0
2017-08-12,HOU,3,AWAY,TEX,8,L,47306.0
2017-08-13,HOU,2,AWAY,TEX,1,W,31517.0
2017-08-14,HOU,0,AWAY,ARI,2,L,20405.0
2017-08-15,HOU,9,AWAY,ARI,4,W,16935.0
2017-08-16,HOU,9,HOME,ARI,5,W,27278.0
2017-08-17,HOU,0,HOME,ARI,4,L,27949.0
2017-08-18,HOU,3,HOME,OAK,1,W,30908.0
2017-08-19,HOU,3,HOME,OAK,0,W,32796.0
2017-08-20,HOU,2,HOME,OAK,3,L,34011.0
2017-08-22,HOU,3,HOME,WSN,4,L,23798.0
2017-08-23,HOU,6,HOME,WSN,1,W,23434.0
2017-08-24,HOU,4,HOME,WSN,5,L,24761.0
2017-08-25,HOU,2,AWAY,LAA,1,W,42333.0
2017-08-26,HOU,6,AWAY,LAA,7,L,41101.0
2017-08-27,HOU,7,AWAY,LAA,5,W,37606.0
2017-08-29,HOU,2,HOME,TEX,12,L,3485.0
2017-08-30,HOU,1,HOME,TEX,8,L,6123.0
2017-08-31,HOU,5,HOME,TEX,1,W,3385.0
2017-09-02,HOU,12,HOME,NYM,8,W,30319.0
2017-09-02,HOU,4,HOME,NYM,1,W,34904.0
2017-09-03,HOU,8,HOME,NYM,6,W,32065.0
2017-09-04,HOU,6,AWAY,SEA,2,W,20108.0
2017-09-05,HOU,3,AWAY,SEA,1,W,14568.0
2017-09-06,HOU,5,AWAY,SEA,3,W,15104.0
2017-09-08,HOU,8,AWAY,OAK,9,L,12288.0
2017-09-09,HOU,1,AWAY,OAK,11,L,
2017-09-09,HOU,4,AWAY,OAK,11,L,19244.0
2017-09-10,HOU,2,AWAY,OAK,10,L,15892.0
2017-09-12,HOU,1,AWAY,LAA,0,W,36088.0
2017-09-13,HOU,1,AWAY,LAA,9,L,33899.0
2017-09-14,HOU,5,AWAY,LAA,2,W,35715.0
2017-09-15,HOU,5,HOME,SEA,2,W,28328.0
2017-09-16,HOU,8,HOME,SEA,6,W,33650.0
2017-09-17,HOU,7,HOME,SEA,1,W,30247.0
2017-09-19,HOU,3,HOME,CHW,1,W,23293.0
2017-09-20,HOU,4,HOME,CHW,3,W,24995.0
2017-09-21,HOU,1,HOME,CHW,3,L,24283.0
2017-09-22,HOU,3,HOME,LAA,0,W,34127.0
2017-09-23,HOU,6,HOME,LAA,2,W,34035.0
2017-09-24,HOU,5,HOME,LAA,7,L,36756.0
2017-09-25,HOU,11,AWAY,TEX,2,W,30390.0
2017-09-26,HOU,14,AWAY,TEX,3,W,28976.0
2017-09-27,HOU,12,AWAY,TEX,2,W,26053.0
2017-09-28,HOU,12,AWAY,BOS,2,W,34222.0
2017-09-29,HOU,3,AWAY,BOS,2,W,36623.0
2017-09-30,HOU,3,AWAY,BOS,6,L,35722.0
2017-10-01,HOU,4,AWAY,BOS,3,W,34517.0
