Date,Beat,BlockRange,StreetName,Offense Type,Premise,Offenses,Hour,address,lat_lon
2017-01-04,13D40,7900-7999,SAM HOUSTON,AutoTheft,Apartment Parking Lot,1.0,7,7900-7999 SAM HOUSTON,"(29.9323601, -95.54044290000002)"
2017-01-04,7C30,2400-2499,TIDWELL,Aggravated Assault,Auto Repair,1.0,11,2400-2499 TIDWELL,"(29.8481193, -95.3484199)"
2017-01-04,2A30,500-599,23RD,Theft,Residence or House,1.0,8,500-599 23RD,"(26.2010014, -98.2463905)"
2017-01-04,7C30,7600-7699,CURRY,Burglary,Apartment,1.0,14,7600-7699 CURRY,"(29.8281729, -95.3377264)"
2017-01-04,2A50,400-499,HEIGHTS,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,21,400-499 HEIGHTS,"(32.1539897, -92.37708719999999)"
2017-01-04,9C10,1800-1899,SILVERDALE,Burglary,Residence or House,1.0,10,1800-1899 SILVERDALE,"(29.75959799999999, -95.2748713)"
2017-01-04,16E40,5200-5299,RIDGESTONE,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",1.0,8,5200-5299 RIDGESTONE,"(29.5935942, -95.4607638)"
2017-01-04,16E40,6600-6699,INDIAN FALLS,Aggravated Assault,Residence or House,1.0,8,6600-6699 INDIAN FALLS,"(43.0106831, -78.33345170000001)"
2017-01-04,16E40,16100-16199,CORSAIR,Burglary,,1.0,9,16100-16199 CORSAIR,"(33.5263186, -117.6979971)"
2017-01-04,16E40,15500-15599,FONDREN,Theft,Convenience Store,1.0,11,15500-15599 FONDREN,"(29.6023755, -95.5076198)"
2017-01-04,8C60,7200-7299,LAKEWOOD,Burglary,Residence or House,1.0,20,7200-7299 LAKEWOOD,"(33.5052384, -101.9766002)"
2017-01-04,8C60,6500-6599,MOHAWK,Aggravated Assault,Residence or House,1.0,21,6500-6599 MOHAWK,"(36.0824508, -115.2138017)"
2017-01-04,10H40,3000-3099,SAN JACINTO,Burglary,Miscellaneous Business (Non-Specific),1.0,17,3000-3099 SAN JACINTO,"(35.2083716, -101.8699546)"
2017-01-04,8C60,10000-10099,HOMESTEAD,Theft,Other Parking Lot,1.0,11,10000-10099 HOMESTEAD,"(30.4773719, -88.3266439)"
2017-01-04,16E40,7100-7199,FUQUA,Theft,Convenience Store,1.0,18,7100-7199 FUQUA,"(37.4234669, -77.4687684)"
2017-01-04,17E10,5700-5799,RAMPART,Robbery,Apartment Parking Lot,1.0,19,5700-5799 RAMPART,"(29.7199895, -95.48901)"
2017-01-04,17E10,6100-6199,GLENMONT,AutoTheft,Apartment Parking Lot,1.0,18,6100-6199 GLENMONT,"(29.7205748, -95.489374)"
2017-01-04,17E10,6200-6299,GULFTON,Theft,Apartment,2.0,10,6200-6299 GULFTON,"(29.7171513, -95.49080389999999)"
2017-01-04,17E10,5700-5799,BELLAIRE,Theft,"Pawn, Resale Shop, or Flea Market",1.0,13,5700-5799 BELLAIRE,"(29.7059572, -95.48068939999999)"
2017-01-04,17E10,6700-6799,SANDS POINT,Theft,Apartment Parking Lot,1.0,7,6700-6799 SANDS POINT,"(47.6776085, -122.2635816)"
2017-01-04,17E10,7500-7599,HILLCROFT,Robbery,Grocery Store or Supermarket Parking Lot,1.0,0,7500-7599 HILLCROFT,"(29.5100087, -98.67352029999999)"
2017-01-04,10H40,3000-3099,TRAVIS,Theft,Strip Business Center Parking Lot,1.0,21,3000-3099 TRAVIS,"(30.2691803, -94.23291019999999)"
2017-01-04,16E40,16200-16299,CANARIDGE,AutoTheft,"Road, Street, or Sidewalk",1.0,17,16200-16299 CANARIDGE,"(29.5921976, -95.4786094)"
2017-01-04,2A50,400-499,HEIGHTS,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,23,400-499 HEIGHTS,"(32.1539897, -92.37708719999999)"
2017-01-04,2A50,400-499,HEIGHTS,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,0,400-499 HEIGHTS,"(32.1539897, -92.37708719999999)"
2017-01-04,16E30,12300-12399,MAIN,Burglary,"Physician, Doctor, Dentist's Office",1.0,8,12300-12399 MAIN,"(42.997017, -78.52517859999999)"
2017-01-04,9C40,13400-13499,MARKET,Theft,Other Parking Lot,1.0,11,13400-13499 MARKET,"(40.9228765, -80.6551112)"
2017-01-04,15E40,8800-8899,KNIGHT,Theft,Commercial Building,2.0,17,8800-8899 KNIGHT,"(34.2506239, -92.0739019)"
2017-01-04,9C40,12400-12499,WOODFOREST,Aggravated Assault,Apartment Parking Lot,1.0,1,12400-12499 WOODFOREST,"(29.793464, -95.1966234)"
2017-01-04,15E40,8800-8899,LAKES AT 610,Theft,Apartment Parking Lot,1.0,22,8800-8899 LAKES AT 610,"(38.009009, -79.027508)"
2017-01-04,15E40,7600-7699,KIRBY,Theft,Apartment Parking Lot,1.0,1,7600-7699 KIRBY,"(29.695007, -95.416513)"
2017-01-04,9C40,12400-12499,EAST,Theft,"Other, Unknown, or Not Listed",1.0,18,12400-12499 EAST,"(43.2429924, -83.95360889999999)"
2017-01-04,9C40,12000-12099,FLEMING,Burglary,Apartment,1.0,18,12000-12099 FLEMING,"(29.7739612, -95.2225307)"
2017-01-04,9C40,12200-12299,FLEMING,Theft,Apartment Parking Lot,1.0,16,12200-12299 FLEMING,"(29.7743164, -95.2213977)"
2017-01-04,9C30,3900-3999,MCCARTY,Theft,Commercial Parking Lot or Garage,1.0,13,3900-3999 MCCARTY,"(40.403589, -86.8329763)"
2017-01-04,9C30,200-299,GELLHORN,AutoTheft,"Road, Street, or Sidewalk",1.0,10,200-299 GELLHORN,"(29.78538, -95.2603635)"
2017-01-04,9C30,5300-5399,LAKE HOUSTON,Burglary,Apartment,1.0,19,5300-5399 LAKE HOUSTON,"(29.6319014, -95.4604375)"
2017-01-04,16E20,14900-14999,WHITE HEATHER,Theft,Commercial Parking Lot or Garage,1.0,9,14900-14999 WHITE HEATHER,"(29.6101903, -95.4395042)"
2017-01-04,16E20,5100-5199,GLENRIDGE,Theft,Residence or House,1.0,16,5100-5199 GLENRIDGE,"(29.6023797, -95.456276)"
2017-01-04,16E20,3200-3299,BERAN,Burglary,Residence or House,1.0,13,3200-3299 BERAN,"(29.6313445, -95.4244293)"
2017-01-04,15E30,4600-4699,BEECHNUT,Theft,Department or Discount Store,1.0,16,4600-4699 BEECHNUT,"(29.6896186, -95.4545613)"
2017-01-04,16E30,12900-12999,POST OAK,Theft,Laundry or Dry Cleaners Parking Lot,1.0,15,12900-12999 POST OAK,"(34.148219, -92.0102595)"
2017-01-04,9C20,700-799,SHOTWELL,Theft,Mall Parking Lot,1.0,14,700-799 SHOTWELL,"(37.7571047, -122.4158224)"
2017-01-04,16E30,12100-12199,ORMANDY,Robbery,Miscellaneous Business (Non-Specific),1.0,10,12100-12199 ORMANDY,"(29.6371872, -95.50586799999999)"
2017-01-04,16E30,12200-12299,ZAVALLA,AutoTheft,"Road, Street, or Sidewalk",1.0,4,12200-12299 ZAVALLA,"(31.1585242, -94.4263124)"
2017-01-04,2A50,4300-4399,CENTER,Theft,"Road, Street, or Sidewalk",1.0,22,4300-4399 CENTER,"(34.4297087, -93.0868149)"
2017-01-04,7C30,2600-2699,BOSTIC,Theft,Apartment Parking Lot,1.0,1,2600-2699 BOSTIC,"(29.8357731, -95.34549229999999)"
2017-01-04,10H40,800-899,WINBERN,Theft,"Road, Street, or Sidewalk",1.0,22,800-899 WINBERN,"(29.7395079, -95.3812745)"
2017-01-04,10H40,4200-4299,MAIN,Theft,Department or Discount Store,1.0,12,4200-4299 MAIN,"(46.8755041, -96.8518704)"
2017-01-04,7C50,15100-15199,VICKERY,Theft,Apartment Parking Lot,1.0,11,15100-15199 VICKERY,"(29.5108331, -98.6727705)"
2017-01-04,7C50,18000-18099,MCKAY,AutoTheft,Hotel or Motel Parking Lot,1.0,17,18000-18099 MCKAY,"(44.3349398, -120.8464783)"
2017-01-04,7C50,9300-9399,FM 1960,Theft,Apartment,1.0,18,9300-9399 FM 1960,"(30.0049661, -95.2876196)"
2017-01-04,7C50,15800-15899,JOHN F KENNEDY,Theft,Hotel or Motel Parking Lot,1.0,18,15800-15899 JOHN F KENNEDY,"(29.9444534, -95.3317907)"
2017-01-04,18F20,5400-5499,RICHMOND,Burglary,Apartment,1.0,0,5400-5499 RICHMOND,"(29.7318273, -95.4719446)"
2017-01-04,18F20,5400-5499,BEVERLYHILL,Theft,Apartment Parking Lot,1.0,3,5400-5499 BEVERLYHILL,"(29.7301459, -95.4709874)"
2017-01-04,18F20,400-499,LOOP,Aggravated Assault,Highway or Freeway,1.0,9,400-499 LOOP,"(26.1627778, -97.68032799999999)"
2017-01-04,18F20,5000-5099,WESTHEIMER,Theft,Mall Common Area,1.0,17,5000-5099 WESTHEIMER,"(29.7421799, -95.46237090000001)"
2017-01-04,18F20,5000-5099,RICHMOND,Robbery,Bus Stop,1.0,0,5000-5099 RICHMOND,"(29.732995, -95.460926)"
2017-01-04,18F20,5400-5499,WESTHEIMER,Theft,Drug Store or Medical Supply,1.0,16,5400-5499 WESTHEIMER,"(29.7403262, -95.4731118)"
2017-01-04,2A30,700-799,21ST,Burglary,Residence or House,1.0,15,700-799 21ST,"(26.6760393, -80.0606019)"
2017-01-04,2A30,3200-3299,WHITE OAK,Theft,Other Parking Lot,2.0,23,3200-3299 WHITE OAK,"(39.5315913, -105.0262702)"
2017-01-04,7C40,10600-10699,ALDINE WESTFIELD,AutoTheft,Apartment Parking Lot,1.0,22,10600-10699 ALDINE WESTFIELD,"(29.8666406, -95.3499775)"
2017-01-04,10H30,3200-3299,LAMAR,Robbery,"Road, Street, or Sidewalk",1.0,15,3200-3299 LAMAR,"(29.4312534, -98.4456316)"
2017-01-04,2A30,1300-1399,DOROTHY,Theft,"Road, Street, or Sidewalk",1.0,2,1300-1399 DOROTHY,"(32.746837, -97.37383530000001)"
2017-01-04,2A30,1100-1199,15TH,Theft,"Road, Street, or Sidewalk",1.0,2,1100-1199 15TH,"(32.5449411, -92.2461419)"
2017-01-04,2A30,1400-1499,DOROTHY,Theft,"Road, Street, or Sidewalk",1.0,11,1400-1499 DOROTHY,"(35.35149, -97.5125623)"
2017-01-04,7C30,4000-4099,TIDWELL,Robbery,Service or Gas Station,1.0,20,4000-4099 TIDWELL,"(29.8484376, -95.3292216)"
2017-01-04,18F20,5000-5099,WESTHEIMER,Robbery,Mall Parking Lot,1.0,16,5000-5099 WESTHEIMER,"(29.7421799, -95.46237090000001)"
2017-01-04,18F20,5300-5399,WESTHEIMER,Burglary,Department or Discount Store,1.0,9,5300-5399 WESTHEIMER,"(29.740295, -95.468402)"
2017-01-04,18F20,5000-5099,WESTHEIMER,Theft,Clothing Store,1.0,13,5000-5099 WESTHEIMER,"(29.7421799, -95.46237090000001)"
2017-01-04,21I10,2800-2899,TERMINAL,Theft,Airport Terminal,1.0,11,2800-2899 TERMINAL,"(37.484028, -77.45115799999999)"
2017-01-04,17E20,7100-7199,BEECHNUT,Burglary,Drug Store or Medical Supply,1.0,9,7100-7199 BEECHNUT,"(29.6923199, -95.51150109999999)"
2017-01-04,17E20,9000-9099,GESSNER,Theft,Convenience Store Parking Lot,1.0,17,9000-9099 GESSNER,"(29.6838551, -95.5286465)"
2017-01-04,17E30,11500-11599,SOUTHWEST,Theft,"Electronics Store, Electrical Supplies",1.0,11,11500-11599 SOUTHWEST,"(37.4858684, -97.38734699999999)"
2017-01-04,17E30,8700-8799,GUSTINE,Theft,Apartment Parking Lot,1.0,11,8700-8799 GUSTINE,"(29.6698144, -95.53124000000001)"
2017-01-04,8C30,7600-7699,HOUSTON,Theft,Apartment Parking Lot,1.0,7,7600-7699 HOUSTON,"(33.3225018, -97.2576952)"
2017-01-04,8C20,7300-7399,FAWNRIDGE,Theft,Residence or House,1.0,13,7300-7399 FAWNRIDGE,"(29.8428435, -95.2977284)"
2017-01-04,2A60,1000-1099,21ST,Burglary,Residence or House,1.0,14,1000-1099 21ST,"(34.4193838, -103.1602082)"
2017-01-04,2A60,800-899,19TH,AutoTheft,Residence or House,1.0,12,800-899 19TH,"(43.1232925, -76.1285426)"
2017-01-04,2A60,1000-1099,21ST,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",1.0,9,1000-1099 21ST,"(34.4193838, -103.1602082)"
2017-01-04,8C10,5100-5199,TIDWELL,Aggravated Assault,"Road, Street, or Sidewalk",1.0,17,5100-5199 TIDWELL,"(29.84793449999999, -95.3168924)"
2017-01-04,8C10,5800-5899,TIDWELL,Burglary,Convenience Store,1.0,6,5800-5899 TIDWELL,"(29.84830299999999, -95.3128304)"
2017-01-04,8C10,8100-8199,LOCKWOOD,Burglary,Convenience Store,1.0,2,8100-8199 LOCKWOOD,"(29.8342097, -95.3185494)"
2017-01-04,UNK,800-899,NANCE,Theft,"Road, Street, or Sidewalk",1.0,0,800-899 NANCE,"(34.2722545, -81.6181586)"
2017-01-04,2A40,100-199,SABINE,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,12,100-199 SABINE,"(29.761295, -95.375323)"
2017-01-04,2A40,1800-1899,WASHINGTON,Theft,Bar or Night Club,1.0,13,1800-1899 WASHINGTON,"(39.2762319, -76.6440684)"
2017-01-04,17E40,6300-6399,DUMFRIES,Robbery,"Road, Street, or Sidewalk",1.0,0,6300-6399 DUMFRIES,"(29.6709239, -95.5035652)"
2017-01-04,17E40,12000-12099,PECAN MEADOW,Robbery,"Road, Street, or Sidewalk",1.0,17,12000-12099 PECAN MEADOW,"(29.6473655, -95.53026179999999)"
2017-01-04,18F10,700-799,POST OAK,Theft,Apartment,1.0,12,700-799 POST OAK,"(30.8584972, -98.429822)"
2017-01-04,2A40,2500-2599,SHEARN,Theft,Department or Discount Store,1.0,17,2500-2599 SHEARN,"(29.7743951, -95.382555)"
2017-01-04,10H40,2500-2599,SAN JACINTO,Theft,"Road, Street, or Sidewalk",1.0,10,2500-2599 SAN JACINTO,"(33.7597207, -116.9580465)"
2017-01-04,24C40,200-299,SHADY LAKE,Burglary,Residence or House,1.0,13,200-299 SHADY LAKE,"(32.8489085, -97.1624228)"
2017-01-04,6B50,100-199,SAM HOUSTON,Burglary,Vacant Building (Commercial),1.0,14,100-199 SAM HOUSTON,"(29.8534743, -95.18751909999999)"
2017-01-04,9C40,12700-12799,EAST,Robbery,Bank,1.0,11,12700-12799 EAST,"(29.7703756, -95.2097454)"
2017-01-04,1A30,1300-1399,ALABAMA,Theft,Strip Business Center Parking Lot,1.0,18,1300-1399 ALABAMA,"(28.0113091, -82.11217099999999)"
2017-01-04,1A30,2900-2999,WESTHEIMER,Burglary,Apartment Parking Lot,1.0,19,2900-2999 WESTHEIMER,"(29.7425203, -95.42157259999999)"
2017-01-04,1A30,2000-2099,WESTHEIMER,Burglary,Commercial Building,1.0,23,2000-2099 WESTHEIMER,"(30.2362091, -94.7636778)"
2017-01-04,1A30,3100-3199,RICHMOND,Theft,Restaurant or Cafeteria Parking Lot,1.0,23,3100-3199 RICHMOND,"(29.7345029, -95.4249255)"
2017-01-04,1A30,1400-1499,WESTHEIMER,Theft,Bar or Night Club Parking Lot,1.0,0,1400-1499 WESTHEIMER,"(29.743418, -95.39580079999999)"
2017-01-04,1A30,1800-1899,MISSOURI,Theft,"Road, Street, or Sidewalk",1.0,0,1800-1899 MISSOURI,"(37.7059918, -90.5431285)"
2017-01-04,12D30,12600-12699,GULF,AutoTheft,"Other, Unknown, or Not Listed",1.0,14,12600-12699 GULF,"(27.7800726, -82.7816448)"
2017-01-04,12D30,5300-5399,ALLEN GENOA,Theft,"Field, Woods, Forest, Park",1.0,10,5300-5399 ALLEN GENOA,"(29.619782, -95.329689)"
2017-01-04,20G40,12300-12399,WESTMERE,AutoTheft,Residence or House,1.0,21,12300-12399 WESTMERE,"(42.6911891, -73.8687343)"
2017-01-04,4F30,11300-11399,VALLEY SPRING,Theft,Other Parking Lot,1.0,19,11300-11399 VALLEY SPRING,"(34.1467536, -118.3772703)"
2017-01-04,4F10,10100-10199,WESTVIEW,Aggravated Assault,,1.0,19,10100-10199 WESTVIEW,"(40.9098393, -74.585613)"
2017-01-04,1A30,1400-1499,WESTHEIMER,Theft,Bar or Night Club Parking Lot,1.0,1,1400-1499 WESTHEIMER,"(29.743418, -95.39580079999999)"
2017-01-04,1A30,3600-3699,EASTSIDE,Theft,Other Parking Lot,1.0,13,3600-3699 EASTSIDE,"(39.1094, -123.1591158)"
2017-01-04,1A40,2100-2199,BRENTWOOD,Burglary,Residence or House,1.0,3,2100-2199 BRENTWOOD,"(34.7243232, -87.6486867)"
2017-01-04,1A50,4900-4999,LOOP CENTRAL,Theft,Hotel or Motel Parking Lot,1.0,7,4900-4999 LOOP CENTRAL,"(39.6182898, -78.2854583)"
2017-01-04,1A30,2600-2699,MAIN,Robbery,Light Rail Platform,1.0,13,2600-2699 MAIN,"(41.6912486, -74.1805624)"
2017-01-04,12D40,12100-12199,RHINEBECK,Theft,Construction Site,1.0,13,12100-12199 RHINEBECK,"(41.9318294, -73.90743719999999)"
2017-01-04,20G40,2200-2299,HAYES,Burglary,Apartment,1.0,20,2200-2299 HAYES,"(33.695303, -117.7693631)"
2017-01-04,4F10,10400-10499,KATY,Theft,Commercial Parking Lot or Garage,1.0,15,10400-10499 KATY,"(29.7857853, -95.8243956)"
2017-01-04,20G40,2400-2499,KIRKWOOD,Robbery,"Road, Street, or Sidewalk",1.0,9,2400-2499 KIRKWOOD,"(38.4742325, -89.0991244)"
2017-01-04,21I10,2800-2899,TERMINAL,Theft,Airport Terminal,1.0,15,2800-2899 TERMINAL,"(37.484028, -77.45115799999999)"
2017-01-04,20G30,11600-11699,WESTHEIMER,Theft,Restaurant or Cafeteria Parking Lot,1.0,22,11600-11699 WESTHEIMER,"(29.7604267, -95.3698028)"
2017-01-04,20G40,12100-12199,WESTHEIMER,Theft,Convenience Store Parking Lot,1.0,18,12100-12199 WESTHEIMER,"(29.7368, -95.593397)"
2017-01-04,21I10,2800-2899,TERMINAL,Theft,Airport Terminal,1.0,16,2800-2899 TERMINAL,"(37.484028, -77.45115799999999)"
2017-01-04,21I10,2800-2899,TERMINAL,Theft,Airport Terminal,1.0,13,2800-2899 TERMINAL,"(37.484028, -77.45115799999999)"
2017-01-04,1A50,4700-4799,RICHMOND,Theft,Restaurant or Cafeteria Parking Lot,1.0,12,4700-4799 RICHMOND,"(40.0005751, -75.0674001)"
2017-01-04,6B10,7300-7399,NORTHLINE,Murder,Apartment Parking Lot,1.0,21,7300-7399 NORTHLINE,"(30.4968825, -95.39960959999999)"
2017-01-04,6B10,200-299,SUNNYSIDE,Theft,Apartment,1.0,13,200-299 SUNNYSIDE,"(39.1463156, -120.9002602)"
2017-01-04,3B50,700-799,CROSSTIMBERS,Robbery,Miscellaneous Business (Non-Specific),1.0,7,700-799 CROSSTIMBERS,"(35.3246161, -97.4784097)"
2017-01-04,12D50,14100-14199,BAY POINTE,Theft,Apartment,1.0,18,14100-14199 BAY POINTE,"(27.9792763, -82.58286319999999)"
2017-01-04,12D50,900-999,SUNRISE KNOLL,Theft,Residence or House,2.0,14,900-999 SUNRISE KNOLL,"(29.574659, -95.1455628)"
2017-01-04,12D50,16100-16199,SPACE CENTER,Theft,Grocery Store or Supermarket Parking Lot,1.0,14,16100-16199 SPACE CENTER,"(29.5731735, -95.1129582)"
2017-01-04,20G10,11300-11399,HARWIN,Robbery,Service or Gas Station,1.0,1,11300-11399 HARWIN,"(29.7158031, -95.56957129999999)"
2017-01-04,6B10,400-499,LITTLE YORK,Robbery,Department or Discount Store,1.0,18,400-499 LITTLE YORK,"(29.8700311, -95.37937339999999)"
2017-01-04,1A50,1200-1299,LOOP,Theft,Other Parking Lot,1.0,11,1200-1299 LOOP,"(28.0746015, -81.84512579999999)"
2017-01-04,20G30,2900-2999,SAM HOUSTON,Aggravated Assault,Restaurant or Cafeteria Parking Lot,2.0,22,2900-2999 SAM HOUSTON,"(29.7342845, -95.5587336)"
2017-01-04,20G10,9700-9799,TOWN PARK,Robbery,"Road, Street, or Sidewalk",1.0,4,9700-9799 TOWN PARK,"(43.6259677, -95.51146849999999)"
2017-01-04,20G30,10800-10899,WESTHEIMER,Theft,Department or Discount Store,1.0,17,10800-10899 WESTHEIMER,"(29.7604267, -95.3698028)"
2017-01-04,5F30,8000-8099,TIDWELL,Robbery,Apartment Parking Lot,1.0,5,8000-8099 TIDWELL,"(29.851138, -95.28021)"
2017-01-04,5F30,8000-8099,TIDWELL,Robbery,Apartment Parking Lot,1.0,7,8000-8099 TIDWELL,"(29.851138, -95.28021)"
2017-01-04,5F30,13400-13499,NORTHWEST,Theft,Vacant Grocery Store or Supermarket,1.0,16,13400-13499 NORTHWEST,"(35.6159754, -97.7711663)"
2017-01-04,20G70,3900-3999,SYNOTT,Theft,Apartment Parking Lot,1.0,12,3900-3999 SYNOTT,"(29.7165238, -95.61520619999999)"
2017-01-04,5F30,10000-10099,PORTO RICO,Robbery,Residence or House,1.0,15,10000-10099 PORTO RICO,"(40.7294917, -74.0016204)"
2017-01-04,5F30,13400-13499,NORTHWEST,Theft,,1.0,20,13400-13499 NORTHWEST,"(35.6159754, -97.7711663)"
2017-01-04,5F30,9400-9499,BAYTHORNE,AutoTheft,"Factory, Manufacturing, or Industrial",1.0,6,9400-9499 BAYTHORNE,"(30.1488544, -97.7413146)"
2017-01-04,5F30,7600-7699,TIDWELL,Aggravated Assault,"Road, Street, or Sidewalk",1.0,20,7600-7699 TIDWELL,"(29.8527787, -95.50539479999999)"
2017-01-04,20G70,13000-13099,RICHMOND,Burglary,Residence or House,1.0,10,13000-13099 RICHMOND,"(37.5407246, -77.4360481)"
2017-01-04,12D10,9800-9899,GULF,Theft,"Road, Street, or Sidewalk",1.0,7,9800-9899 GULF,"(27.756179, -82.764601)"
2017-01-04,12D10,8500-8599,ALMEDA GENOA,Burglary,Grocery Store or Supermarket,1.0,5,8500-8599 ALMEDA GENOA,"(29.6260962, -95.2656081)"
2017-01-04,12D10,11500-11599,GULF,Theft,Commercial Parking Lot or Garage,1.0,11,11500-11599 GULF,"(27.7737267, -82.7742435)"
2017-01-04,12D10,11000-11099,GULF,Theft,Miscellaneous Business (Non-Specific),1.0,12,11000-11099 GULF,"(27.7706952, -82.7712287)"
2017-01-04,20G30,11400-11499,LEGEND MANOR,Theft,"Road, Street, or Sidewalk",1.0,14,11400-11499 LEGEND MANOR,"(29.7197507, -95.57878)"
2017-01-04,5F20,1800-1899,LYNNVIEW,Theft,Residence or House,1.0,19,1800-1899 LYNNVIEW,"(29.8029823, -95.4919858)"
2017-01-04,5F30,13200-13299,NORTHWEST,Theft,Department or Discount Store,1.0,19,13200-13299 NORTHWEST,"(35.6135552, -97.7678598)"
2017-01-04,20G30,10700-10799,WESTHEIMER,Aggravated Assault,Strip Business Center Parking Lot,2.0,14,10700-10799 WESTHEIMER,"(29.7604267, -95.3698028)"
2017-01-04,5F30,6900-6999,HOLLISTER,Robbery,Apartment Parking Lot,1.0,6,6900-6999 HOLLISTER,"(29.8617323, -95.5035625)"
2017-01-04,12D10,1100-1199,EDGEBROOK,Theft,Department or Discount Store,1.0,16,1100-1199 EDGEBROOK,"(33.9068448, -116.9566449)"
2017-01-04,20G70,12700-12799,ASHFORD POINT DR SPT 1909,Theft,Apartment,1.0,3,12700-12799 ASHFORD POINT DR SPT 1909,"(29.7200288, -95.6113802)"
2017-01-04,20G10,3500-3599,WOODCHASE,Burglary,Apartment,1.0,11,3500-3599 WOODCHASE,"(29.7269667, -95.5462172)"
2017-01-04,20G10,9700-9799,MEADOWGLEN,Theft,Apartment Parking Lot,1.0,9,9700-9799 MEADOWGLEN,"(29.7323441, -95.5393563)"
2017-01-04,20G10,10600-10699,HARWIN,Theft,Warehouse,1.0,11,10600-10699 HARWIN,"(29.7177326, -95.5562615)"
2017-01-04,12D20,12300-12399,GULF,Theft,Sexually Oriented Club,1.0,4,12300-12399 GULF,"(27.7780765, -82.78079079999999)"
2017-01-04,1A50,4700-4799,RICHMOND,Theft,Apartment Parking Lot,1.0,18,4700-4799 RICHMOND,"(40.0005751, -75.0674001)"
2017-01-04,1A50,2100-2199,MID,Burglary,Apartment,1.0,14,2100-2199 MID,"(29.7457371, -95.45002009999999)"
2017-01-04,1A50,3100-3199,SOUTHWEST,Theft,Service or Gas Station,1.0,15,3100-3199 SOUTHWEST,"(37.8836584, -86.7161861)"
2017-01-04,1A50,2100-2199,MID,Burglary,Residence or House,1.0,15,2100-2199 MID,"(29.7457371, -95.45002009999999)"
2017-01-04,1A50,3300-3399,WESLAYAN,Burglary,Apartment,1.0,17,3300-3399 WESLAYAN,"(29.7362528, -95.4420928)"
2017-01-04,12D20,11000-11099,SAM HOUSTON,Theft,Convenience Store Parking Lot,1.0,16,11000-11099 SAM HOUSTON,"(29.64558, -95.540094)"
2017-01-04,12D20,12000-12099,BEAMER,Theft,Bar or Night Club,1.0,15,12000-12099 BEAMER,"(29.5950448, -95.2263021)"
2017-01-04,10H20,4100-4199,WALKER,Theft,"Road, Street, or Sidewalk",1.0,10,4100-4199 WALKER,"(34.7158549, -92.3668055)"
2017-01-04,12D10,8500-8599,MOSLEY,AutoTheft,Commercial Parking Lot or Garage,1.0,15,8500-8599 MOSLEY,"(29.6463678, -95.2536399)"
2017-01-04,20G10,6400-6499,GESSNER,Burglary,Apartment,1.0,18,6400-6499 GESSNER,"(29.8614586, -95.544544)"
2017-01-04,1A50,2100-2199,MID,Robbery,Apartment,1.0,14,2100-2199 MID,"(29.7457371, -95.45002009999999)"
2017-01-04,4F10,9400-9499,LONG POINT,Theft,Service or Gas Station,1.0,12,9400-9499 LONG POINT,"(29.7980235, -95.5238401)"
2017-01-04,5F10,7800-7899,LONG POINT,Theft,Bank or Savings Institution Parking Lot,1.0,13,7800-7899 LONG POINT,"(29.8031069, -95.4831676)"
2017-01-04,11H30,5300-5399,ARIZONA,AutoTheft,Residence or House,1.0,9,5300-5399 ARIZONA,"(42.73222, -94.44354919999999)"
2017-01-04,20G50,13900-13999,KINGSRIDE,Theft,Residence or House,1.0,12,13900-13999 KINGSRIDE,"(29.7804054, -95.5880887)"
2017-01-04,10H80,5600-5699,MORNINGSIDE,Theft,Commercial Parking Lot or Garage,1.0,1,5600-5699 MORNINGSIDE,"(27.3589199, -82.4770005)"
2017-01-04,10H80,2400-2499,UNIVERSITY,AutoTheft,,1.0,2,2400-2499 UNIVERSITY,"(29.7163156, -95.41629139999999)"
2017-01-04,19G50,11600-11699,BELLFORT,Theft,Apartment Parking Lot,1.0,22,11600-11699 BELLFORT,"(29.6583998, -95.5792736)"
2017-01-04,17E10,6700-6799,SANDS POINT,AutoTheft,Apartment Parking Lot,1.0,7,6700-6799 SANDS POINT,"(47.6776085, -122.2635816)"
2017-01-04,13D10,5400-5499,OLD SPANISH,Robbery,,1.0,18,5400-5499 OLD SPANISH,"(29.7101196, -95.33163569999999)"
2017-01-04,13D10,6800-6899,GULF,Theft,Restaurant or Cafeteria,1.0,20,6800-6899 GULF,"(27.737719, -82.7488948)"
2017-01-04,20G50,900-999,GESSNER,Theft,"Other, Unknown, or Not Listed",1.0,12,900-999 GESSNER,"(29.78338, -95.545142)"
2017-01-04,13D10,5700-5799,TELEPHONE,Theft,Service or Gas Station,1.0,14,5700-5799 TELEPHONE,"(29.6828165, -95.29493079999999)"
2017-01-04,13D10,3100-3199,WOODRIDGE,Theft,Grocery Store or Supermarket Parking Lot,1.0,15,3100-3199 WOODRIDGE,"(32.8755571, -97.179931)"
2017-01-04,6B30,5500-5599,DESOTO,Theft,Residence or House,1.0,7,5500-5599 DESOTO,"(29.8555602, -95.4704697)"
2017-01-04,6B30,5800-5899,ANTOINE,Burglary,Check Cashing Places,1.0,4,5800-5899 ANTOINE,"(29.8489556, -95.4732296)"
